,Season,Daynum,Wloc,Numot,Larger_id_win,Bteam,Steam,Bscore,Sscore,B_or_for,B_dr_for,B_ast_for,B_to_for,B_stl_for,B_blk_for,B_pf_for,B_or_against,B_dr_against,B_ast_against,B_to_against,B_stl_against,B_blk_against,B_pf_against,B_Game_cnt,B_Points_againt,B_Points_for,B_Win_count,S_or_for,S_dr_for,S_ast_for,S_to_for,S_stl_for,S_blk_for,S_pf_for,S_or_against,S_dr_against,S_ast_against,S_to_against,S_stl_against,S_blk_against,S_pf_against,S_Game_cnt,S_Points_againt,S_Points_for,S_Win_count,R_or_for,R_dr_for,R_ast_for,R_to_for,R_stl_for,R_blk_for,R_pf_for,R_or_against,R_dr_against,R_ast_against,R_to_against,R_stl_against,R_blk_against,R_pf_against,R_Game_cnt,R_Points_againt,R_Points_for,R_Win_count,Bseed,Team_x,Sseed,Team_y
483,1992,137,N,0,False,1448,1257,58,81,,,,,,,,,,,,,,,28,1905,2105,17.0,,,,,,,,,,,,,,,28,2043,2174,18.0,,,,,,,,,,,,,,,1.0,0.9324522760646109,0.968261269549218,0.9444444444444444,X09,1448,X08,1257
484,1992,137,N,0,True,1417,1352,73,53,,,,,,,,,,,,,,,28,2044,2351,24.0,,,,,,,,,,,,,,,30,2127,2250,19.0,,,,,,,,,,,,,,,0.9333333333333333,0.9609779031499764,1.044888888888889,1.263157894736842,X01,1417,X16,1352
485,1992,143,N,0,True,1417,1308,85,78,,,,,,,,,,,,,,,28,2044,2351,24.0,,,,,,,,,,,,,,,29,2060,2228,22.0,,,,,,,,,,,,,,,0.9655172413793104,0.9922330097087378,1.0552064631956912,1.0909090909090908,X01,1417,X12,1308
486,1992,139,N,0,False,1418,1308,73,81,,,,,,,,,,,,,,,30,2254,2407,20.0,,,,,,,,,,,,,,,29,2060,2228,22.0,,,,,,,,,,,,,,,1.0344827586206897,1.0941747572815534,1.0803411131059246,0.9090909090909091,X13,1418,X12,1308
487,1992,136,N,0,False,1337,1272,70,80,,,,,,,,,,,,,,,28,1879,2126,23.0,,,,,,,,,,,,,,,30,2105,2225,20.0,,,,,,,,,,,,,,,0.9333333333333333,0.8926365795724466,0.9555056179775281,1.15,Y11,1337,Y06,1272
488,1992,137,N,0,True,1329,1204,100,73,,,,,,,,,,,,,,,30,1892,2207,23.0,,,,,,,,,,,,,,,26,2034,2330,21.0,,,,,,,,,,,,,,,1.1538461538461537,0.9301868239921337,0.9472103004291845,1.0952380952380953,Z02,1329,Z15,1204
489,1992,137,N,0,True,1431,1191,55,50,,,,,,,,,,,,,,,27,1704,1948,21.0,,,,,,,,,,,,,,,29,1976,2320,24.0,,,,,,,,,,,,,,,0.9310344827586207,0.8623481781376519,0.8396551724137931,0.875,Y09,1431,Y08,1191
490,1992,139,N,0,True,1431,1242,66,60,,,,,,,,,,,,,,,27,1704,1948,21.0,,,,,,,,,,,,,,,28,1930,2366,24.0,,,,,,,,,,,,,,,0.9642857142857143,0.8829015544041451,0.8233305156382079,0.875,Y09,1431,Y01,1242
491,1992,137,N,0,True,1190,1112,87,80,,,,,,,,,,,,,,,26,1969,2212,21.0,,,,,,,,,,,,,,,30,2047,2549,24.0,,,,,,,,,,,,,,,0.8666666666666667,0.961895456765999,0.8677912907022362,0.875,Z14,1190,Z03,1112
492,1992,137,N,0,True,1235,1150,76,74,,,,,,,,,,,,,,,29,2125,2283,17.0,,,,,,,,,,,,,,,29,2023,2186,21.0,,,,,,,,,,,,,,,1.0,1.050420168067227,1.044373284537969,0.8095238095238095,W10,1235,W07,1150
493,1992,137,N,0,True,1242,1224,100,67,,,,,,,,,,,,,,,28,1930,2366,24.0,,,,,,,,,,,,,,,29,2053,2033,17.0,,,,,,,,,,,,,,,0.9655172413793104,0.9400876765708719,1.163797343826857,1.411764705882353,Y01,1242,Y16,1224
494,1992,137,N,0,False,1330,1246,69,88,,,,,,,,,,,,,,,28,2223,2088,14.0,,,,,,,,,,,,,,,32,2332,2701,26.0,,,,,,,,,,,,,,,0.875,0.9532590051457976,0.7730470196223621,0.5384615384615384,W15,1330,W02,1246
495,1992,143,N,0,False,1269,1246,77,87,,,,,,,,,,,,,,,31,2175,2549,27.0,,,,,,,,,,,,,,,32,2332,2701,26.0,,,,,,,,,,,,,,,0.96875,0.9326758147512865,0.9437245464642725,1.0384615384615385,W03,1269,W02,1246
496,1992,137,N,0,True,1269,1200,85,58,,,,,,,,,,,,,,,31,2175,2549,27.0,,,,,,,,,,,,,,,30,2017,2147,18.0,,,,,,,,,,,,,,,1.0333333333333334,1.0783341596430343,1.1872380065207266,1.5,W03,1269,W14,1200
497,1992,137,N,0,False,1283,1277,54,61,,,,,,,,,,,,,,,29,1645,1868,22.0,,,,,,,,,,,,,,,28,1939,2093,21.0,,,,,,,,,,,,,,,1.0357142857142858,0.8483754512635379,0.8924988055422838,1.0476190476190477,Y12,1283,Y05,1277
498,1992,137,N,0,True,1308,1177,81,73,,,,,,,,,,,,,,,29,2060,2228,22.0,,,,,,,,,,,,,,,28,2127,2280,20.0,,,,,,,,,,,,,,,1.0357142857142858,0.9685002350728726,0.9771929824561404,1.1,X12,1308,X05,1177
499,1992,137,N,0,True,1393,1343,51,43,,,,,,,,,,,,,,,30,2129,2251,21.0,,,,,,,,,,,,,,,25,1198,1464,20.0,,,,,,,,,,,,,,,1.2,1.7771285475792988,1.5375683060109289,1.05,W06,1393,W11,1343
500,1992,139,N,1,False,1393,1269,71,77,,,,,,,,,,,,,,,30,2129,2251,21.0,,,,,,,,,,,,,,,31,2175,2549,27.0,,,,,,,,,,,,,,,0.967741935483871,0.9788505747126437,0.8830914083954492,0.7777777777777778,W06,1393,W03,1269
501,1992,137,N,0,True,1408,1385,61,57,,,,,,,,,,,,,,,29,2115,2409,21.0,,,,,,,,,,,,,,,29,1894,2085,19.0,,,,,,,,,,,,,,,1.0,1.1166842661034846,1.1553956834532375,1.105263157894737,Z10,1408,Z07,1385
502,1992,139,N,0,False,1408,1329,71,87,,,,,,,,,,,,,,,29,2115,2409,21.0,,,,,,,,,,,,,,,30,1892,2207,23.0,,,,,,,,,,,,,,,0.9666666666666667,1.1178646934460887,1.0915269596737653,0.9130434782608695,Z10,1408,Z02,1329
503,1992,137,N,0,True,1418,1328,87,83,,,,,,,,,,,,,,,30,2254,2407,20.0,,,,,,,,,,,,,,,26,2126,2411,18.0,,,,,,,,,,,,,,,1.1538461538461537,1.0602069614299154,0.9983409373703858,1.1111111111111112,X13,1418,X04,1328
504,1993,136,N,0,False,1221,1116,64,94,,,,,,,,,,,,,,,29,2240,2499,23.0,,,,,,,,,,,,,,,28,2185,2447,20.0,,,,,,,,,,,,,,,1.0357142857142858,1.0251716247139588,1.0212505108295873,1.15,W13,1221,W04,1116
505,1993,144,N,0,True,1314,1116,80,74,,,,,,,,,,,,,,,32,2183,2765,28.0,,,,,,,,,,,,,,,28,2185,2447,20.0,,,,,,,,,,,,,,,1.1428571428571428,0.9990846681922196,1.129955046996322,1.4,W01,1314,W04,1116
506,1993,138,N,0,False,1385,1116,74,80,,,,,,,,,,,,,,,28,2005,2103,18.0,,,,,,,,,,,,,,,28,2185,2447,20.0,,,,,,,,,,,,,,,1.0,0.9176201372997712,0.8594196975888844,0.9,W05,1385,W04,1116
507,1993,136,N,0,True,1314,1187,85,65,,,,,,,,,,,,,,,32,2183,2765,28.0,,,,,,,,,,,,,,,27,1896,1833,11.0,,,,,,,,,,,,,,,1.1851851851851851,1.1513713080168777,1.508456082924168,2.5454545454545454,W01,1314,W16,1187
508,1993,146,N,1,True,1314,1153,75,68,,,,,,,,,,,,,,,32,2183,2765,28.0,,,,,,,,,,,,,,,28,1621,2059,24.0,,,,,,,,,,,,,,,1.1428571428571428,1.3466995681677976,1.342884895580379,1.1666666666666667,W01,1314,W02,1153
509,1993,137,N,0,False,1164,1153,66,93,,,,,,,,,,,,,,,29,1901,2148,22.0,,,,,,,,,,,,,,,28,1621,2059,24.0,,,,,,,,,,,,,,,1.0357142857142858,1.1727328809376927,1.0432248664400194,0.9166666666666666,W15,1164,W02,1153
510,1993,139,N,0,False,1308,1153,55,92,,,,,,,,,,,,,,,29,2089,2235,22.0,,,,,,,,,,,,,,,28,1621,2059,24.0,,,,,,,,,,,,,,,1.0357142857142858,1.2887106724244293,1.08547838756678,0.9166666666666666,W07,1308,W02,1153
511,1993,144,N,0,False,1438,1153,54,71,,,,,,,,,,,,,,,28,1956,2096,19.0,,,,,,,,,,,,,,,28,1621,2059,24.0,,,,,,,,,,,,,,,1.0,1.2066625539790252,1.017969888295289,0.7916666666666666,W06,1438,W02,1153
512,1993,152,N,0,True,1314,1242,78,68,,,,,,,,,,,,,,,32,2183,2765,28.0,,,,,,,,,,,,,,,28,1947,2275,22.0,,,,,,,,,,,,,,,1.1428571428571428,1.121212121212121,1.2153846153846153,1.2727272727272727,W01,1314,X02,1242
513,1993,154,N,0,True,1314,1276,77,71,,,,,,,,,,,,,,,32,2183,2765,28.0,,,,,,,,,,,,,,,30,2158,2479,26.0,,,,,,,,,,,,,,,1.0666666666666667,1.0115848007414272,1.1153691004437274,1.0769230769230769,W01,1314,Z01,1276
514,1993,146,N,0,False,1396,1276,72,77,,,,,,,,,,,,,,,29,1942,2003,17.0,,,,,,,,,,,,,,,30,2158,2479,26.0,,,,,,,,,,,,,,,0.9666666666666667,0.8999073215940686,0.8079870915691811,0.6538461538461539,Z07,1396,Z01,1276
515,1993,139,N,1,False,1417,1276,84,86,,,,,,,,,,,,,,,31,2355,2422,21.0,,,,,,,,,,,,,,,30,2158,2479,26.0,,,,,,,,,,,,,,,1.0333333333333334,1.0912882298424467,0.9770068576038725,0.8076923076923077,Z09,1417,Z01,1276
516,1993,136,N,0,False,1374,1140,71,80,,,,,,,,,,,,,,,25,1883,1987,18.0,,,,,,,,,,,,,,,32,2305,2596,24.0,,,,,,,,,,,,,,,0.78125,0.8169197396963124,0.7654083204930663,0.75,X10,1374,X07,1140
517,1993,138,N,0,True,1242,1140,90,76,,,,,,,,,,,,,,,28,1947,2275,22.0,,,,,,,,,,,,,,,32,2305,2596,24.0,,,,,,,,,,,,,,,0.875,0.8446854663774404,0.8763482280431433,0.9166666666666666,X02,1242,X07,1140
518,1993,143,N,0,True,1242,1143,93,76,,,,,,,,,,,,,,,28,1947,2275,22.0,,,,,,,,,,,,,,,27,1980,2156,19.0,,,,,,,,,,,,,,,1.037037037037037,0.9833333333333333,1.0551948051948052,1.1578947368421053,X02,1242,X06,1143
519,1993,136,N,0,False,1261,1143,64,66,,,,,,,,,,,,,,,32,2367,2533,22.0,,,,,,,,,,,,,,,27,1980,2156,19.0,,,,,,,,,,,,,,,1.1851851851851851,1.1954545454545455,1.174860853432282,1.1578947368421053,X11,1261,X06,1143
520,1993,138,N,0,False,1181,1143,77,82,,,,,,,,,,,,,,,30,2127,2584,23.0,,,,,,,,,,,,,,,27,1980,2156,19.0,,,,,,,,,,,,,,,1.1111111111111112,1.0742424242424242,1.1985157699443414,1.2105263157894737,X03,1181,X06,1143
521,1993,136,N,0,True,1242,1123,94,72,,,,,,,,,,,,,,,28,1947,2275,22.0,,,,,,,,,,,,,,,31,1977,2191,24.0,,,,,,,,,,,,,,,0.9032258064516129,0.9848254931714719,1.038338658146965,0.9166666666666666,X02,1242,X15,1123
522,1993,145,N,0,True,1242,1231,83,77,,,,,,,,,,,,,,,28,1947,2275,22.0,,,,,,,,,,,,,,,31,2244,2707,28.0,,,,,,,,,,,,,,,0.9032258064516129,0.8676470588235294,0.8404137421499815,0.7857142857142857,X02,1242,X01,1231
523,1993,137,N,0,False,1460,1231,54,97,,,,,,,,,,,,,,,28,2202,2508,19.0,,,,,,,,,,,,,,,31,2244,2707,28.0,,,,,,,,,,,,,,,0.9032258064516129,0.9812834224598931,0.9264868858514961,0.6785714285714286,X16,1460,X01,1231
524,1993,143,N,0,False,1257,1231,69,82,,,,,,,,,,,,,,,27,2002,2168,19.0,,,,,,,,,,,,,,,31,2244,2707,28.0,,,,,,,,,,,,,,,0.8709677419354839,0.8921568627450981,0.800886590321389,0.6785714285714286,X04,1257,X01,1231
525,1993,139,N,0,False,1462,1231,70,73,,,,,,,,,,,,,,,27,1753,1974,22.0,,,,,,,,,,,,,,,31,2244,2707,28.0,,,,,,,,,,,,,,,0.8709677419354839,0.7811942959001783,0.7292205393424455,0.7857142857142857,X09,1462,X01,1231
526,1993,136,N,0,False,1356,1181,70,105,,,,,,,,,,,,,,,31,2134,2399,22.0,,,,,,,,,,,,,,,30,2127,2584,23.0,,,,,,,,,,,,,,,1.0333333333333334,1.003291020216267,0.9284055727554179,0.9565217391304348,X14,1356,X03,1181
527,1993,136,N,0,True,1199,1191,82,70,,,,,,,,,,,,,,,31,2471,2682,22.0,,,,,,,,,,,,,,,28,1805,2099,22.0,,,,,,,,,,,,,,,1.1071428571428572,1.3689750692520775,1.2777513101476894,1.0,Y03,1199,Y14,1191
528,1993,136,N,0,False,1253,1228,72,75,,,,,,,,,,,,,,,29,2077,2256,20.0,,,,,,,,,,,,,,,30,2190,2286,18.0,,,,,,,,,,,,,,,0.9666666666666667,0.9484018264840183,0.9868766404199475,1.1111111111111112,Z11,1253,Z06,1228
529,1993,138,N,0,True,1435,1228,85,68,,,,,,,,,,,,,,,31,2168,2595,26.0,,,,,,,,,,,,,,,30,2190,2286,18.0,,,,,,,,,,,,,,,1.0333333333333334,0.9899543378995433,1.1351706036745406,1.4444444444444444,Z03,1435,Z06,1228
530,1993,136,N,0,True,1435,1129,92,72,,,,,,,,,,,,,,,31,2168,2595,26.0,,,,,,,,,,,,,,,26,1795,1940,19.0,,,,,,,,,,,,,,,1.1923076923076923,1.2077994428969359,1.3376288659793814,1.368421052631579,Z03,1435,Z14,1129
531,1993,144,N,0,False,1435,1396,59,67,,,,,,,,,,,,,,,31,2168,2595,26.0,,,,,,,,,,,,,,,29,1942,2003,17.0,,,,,,,,,,,,,,,1.0689655172413792,1.1163748712667354,1.2955566650024963,1.5294117647058822,Z03,1435,Z07,1396
532,1993,137,N,0,True,1257,1174,76,70,,,,,,,,,,,,,,,27,2002,2168,19.0,,,,,,,,,,,,,,,28,1939,2090,21.0,,,,,,,,,,,,,,,0.9642857142857143,1.032490974729242,1.0373205741626794,0.9047619047619048,X04,1257,X13,1174
533,1993,137,N,0,True,1462,1309,73,55,,,,,,,,,,,,,,,27,1753,1974,22.0,,,,,,,,,,,,,,,28,1701,2051,25.0,,,,,,,,,,,,,,,0.9642857142857143,1.030570252792475,0.962457337883959,0.88,X09,1462,X08,1309
534,1993,137,N,0,True,1308,1304,93,79,,,,,,,,,,,,,,,29,2089,2235,22.0,,,,,,,,,,,,,,,30,2253,2418,20.0,,,,,,,,,,,,,,,0.9666666666666667,0.927208166888593,0.924317617866005,1.1,W07,1308,W10,1304
535,1993,139,N,0,True,1438,1269,71,56,,,,,,,,,,,,,,,28,1956,2096,19.0,,,,,,,,,,,,,,,29,1865,2152,23.0,,,,,,,,,,,,,,,0.9655172413793104,1.048793565683646,0.9739776951672863,0.8260869565217391,W06,1438,W03,1269
536,1993,137,N,0,False,1335,1269,50,54,,,,,,,,,,,,,,,26,1642,1900,22.0,,,,,,,,,,,,,,,29,1865,2152,23.0,,,,,,,,,,,,,,,0.896551724137931,0.8804289544235925,0.8828996282527881,0.9565217391304348,W14,1335,W03,1269
537,1993,137,N,0,True,1438,1264,78,66,,,,,,,,,,,,,,,28,1956,2096,19.0,,,,,,,,,,,,,,,29,1930,2128,23.0,,,,,,,,,,,,,,,0.9655172413793104,1.0134715025906735,0.9849624060150376,0.8260869565217391,W06,1438,W11,1264
538,1993,136,N,0,True,1396,1281,75,61,,,,,,,,,,,,,,,29,1942,2003,17.0,,,,,,,,,,,,,,,29,1989,2131,16.0,,,,,,,,,,,,,,,1.0,0.9763700351935646,0.9399343031440638,1.0625,Z07,1396,Z10,1281
539,1993,138,N,0,True,1396,1365,68,57,,,,,,,,,,,,,,,29,1942,2003,17.0,,,,,,,,,,,,,,,27,1810,1852,16.0,,,,,,,,,,,,,,,1.0740740740740742,1.07292817679558,1.0815334773218142,1.0625,Z07,1396,Z15,1365
540,1993,137,N,0,True,1417,1235,81,70,,,,,,,,,,,,,,,31,2355,2422,21.0,,,,,,,,,,,,,,,29,2032,2361,19.0,,,,,,,,,,,,,,,1.0689655172413792,1.1589566929133859,1.0258365099534095,1.105263157894737,Z09,1417,Z08,1235
541,1993,136,N,0,True,1348,1345,74,68,,,,,,,,,,,,,,,28,2044,2176,18.0,,,,,,,,,,,,,,,27,1833,1932,18.0,,,,,,,,,,,,,,,1.037037037037037,1.1151118385160939,1.1262939958592133,1.0,W08,1348,W09,1345
542,1993,138,N,0,False,1348,1314,67,112,,,,,,,,,,,,,,,28,2044,2176,18.0,,,,,,,,,,,,,,,32,2183,2765,28.0,,,,,,,,,,,,,,,0.875,0.9363261566651397,0.7869801084990958,0.6428571428571429,W08,1348,W01,1314
543,1993,136,N,0,True,1365,1112,64,61,,,,,,,,,,,,,,,27,1810,1852,16.0,,,,,,,,,,,,,,,27,1934,2279,24.0,,,,,,,,,,,,,,,1.0,0.9358841778697001,0.812637121544537,0.6666666666666666,Z15,1365,Z02,1112
544,1993,136,N,0,False,1398,1371,59,81,,,,,,,,,,,,,,,27,2036,2154,19.0,,,,,,,,,,,,,,,32,2155,2491,26.0,,,,,,,,,,,,,,,0.84375,0.9447795823665893,0.8647129666800482,0.7307692307692307,Y15,1398,Y02,1371
545,1993,138,N,0,True,1443,1371,72,68,,,,,,,,,,,,,,,29,2091,2518,24.0,,,,,,,,,,,,,,,32,2155,2491,26.0,,,,,,,,,,,,,,,0.90625,0.9703016241299304,1.0108390204737054,0.9230769230769231,Y07,1443,Y02,1371
546,1993,143,N,1,False,1443,1199,78,81,,,,,,,,,,,,,,,29,2091,2518,24.0,,,,,,,,,,,,,,,31,2471,2682,22.0,,,,,,,,,,,,,,,0.9354838709677419,0.8462161068393363,0.9388516032811335,1.0909090909090908,Y07,1443,Y03,1199
547,1993,138,N,0,False,1408,1199,63,94,,,,,,,,,,,,,,,28,1946,2147,20.0,,,,,,,,,,,,,,,31,2471,2682,22.0,,,,,,,,,,,,,,,0.9032258064516129,0.7875354107648725,0.8005219985085756,0.9090909090909091,Y11,1408,Y03,1199
548,1993,145,N,0,True,1246,1199,106,81,,,,,,,,,,,,,,,29,2029,2509,26.0,,,,,,,,,,,,,,,31,2471,2682,22.0,,,,,,,,,,,,,,,0.9354838709677419,0.821125050586807,0.9354958985831469,1.1818181818181819,Y01,1246,Y03,1199
549,1993,136,N,0,True,1443,1272,55,52,,,,,,,,,,,,,,,29,2091,2518,24.0,,,,,,,,,,,,,,,29,2068,2190,18.0,,,,,,,,,,,,,,,1.0,1.0111218568665377,1.1497716894977168,1.3333333333333333,Y07,1443,Y10,1272
550,1993,136,N,0,False,1403,1385,67,85,,,,,,,,,,,,,,,27,2072,2128,16.0,,,,,,,,,,,,,,,28,2005,2103,18.0,,,,,,,,,,,,,,,0.9642857142857143,1.0334164588528678,1.011887779362815,0.8888888888888888,W12,1403,W05,1385
551,1993,136,N,0,True,1408,1243,55,53,,,,,,,,,,,,,,,28,1946,2147,20.0,,,,,,,,,,,,,,,29,1966,2056,19.0,,,,,,,,,,,,,,,0.9655172413793104,0.9898270600203459,1.0442607003891051,1.0526315789473684,Y11,1408,Y06,1243
552,1993,137,N,0,False,1307,1203,68,82,,,,,,,,,,,,,,,29,1824,2008,23.0,,,,,,,,,,,,,,,27,1853,2056,19.0,,,,,,,,,,,,,,,1.0740740740740742,0.9843497031840259,0.9766536964980544,1.2105263157894737,Z05,1307,Z12,1203
553,1993,144,N,0,True,1276,1203,72,64,,,,,,,,,,,,,,,30,2158,2479,26.0,,,,,,,,,,,,,,,27,1853,2056,19.0,,,,,,,,,,,,,,,1.1111111111111112,1.1645979492714518,1.2057392996108949,1.368421052631579,Z01,1276,Z12,1203
554,1993,139,N,0,False,1380,1203,80,90,,,,,,,,,,,,,,,25,2145,2396,16.0,,,,,,,,,,,,,,,27,1853,2056,19.0,,,,,,,,,,,,,,,0.9259259259259259,1.1575822989746358,1.1653696498054475,0.8421052631578947,Z13,1380,Z12,1203
555,1993,152,N,1,True,1276,1246,81,78,,,,,,,,,,,,,,,30,2158,2479,26.0,,,,,,,,,,,,,,,29,2029,2509,26.0,,,,,,,,,,,,,,,1.0344827586206897,1.063578117299162,0.9880430450378637,1.0,Z01,1276,Y01,1246
556,1993,143,N,0,False,1448,1246,69,103,,,,,,,,,,,,,,,27,1866,2096,19.0,,,,,,,,,,,,,,,29,2029,2509,26.0,,,,,,,,,,,,,,,0.9310344827586207,0.9196648595367176,0.8353925866879235,0.7307692307692307,Y05,1448,Y01,1246
557,1993,137,N,0,False,1351,1246,52,96,,,,,,,,,,,,,,,29,2026,2150,19.0,,,,,,,,,,,,,,,29,2029,2509,26.0,,,,,,,,,,,,,,,1.0,0.9985214391325776,0.8569151056197688,0.7307692307692307,Y16,1351,Y01,1246
558,1993,139,N,0,False,1428,1246,62,83,,,,,,,,,,,,,,,28,1829,2161,22.0,,,,,,,,,,,,,,,29,2029,2509,26.0,,,,,,,,,,,,,,,0.9655172413793104,0.9014292755051749,0.8612993224392188,0.8461538461538461,Y08,1428,Y01,1246
559,1993,137,N,0,True,1276,1157,84,52,,,,,,,,,,,,,,,30,2158,2479,26.0,,,,,,,,,,,,,,,28,1983,2129,19.0,,,,,,,,,,,,,,,1.0714285714285714,1.0882501260716086,1.1643964302489431,1.368421052631579,Z01,1276,Z16,1157
560,1993,137,N,0,True,1380,1210,93,78,,,,,,,,,,,,,,,25,2145,2396,16.0,,,,,,,,,,,,,,,29,2164,2256,19.0,,,,,,,,,,,,,,,0.8620689655172413,0.9912199630314233,1.0620567375886525,0.8421052631578947,Z13,1380,Z04,1210
561,1993,137,N,0,False,1419,1234,69,82,,,,,,,,,,,,,,,29,2125,2520,25.0,,,,,,,,,,,,,,,29,1893,2246,21.0,,,,,,,,,,,,,,,1.0,1.1225567881669307,1.1219946571682993,1.1904761904761905,Y13,1419,Y04,1234
562,1993,139,N,0,True,1448,1234,84,78,,,,,,,,,,,,,,,27,1866,2096,19.0,,,,,,,,,,,,,,,29,1893,2246,21.0,,,,,,,,,,,,,,,0.9310344827586207,0.9857369255150554,0.9332146037399822,0.9047619047619048,Y05,1448,Y04,1234
563,1993,137,N,0,True,1448,1151,81,58,,,,,,,,,,,,,,,27,1866,2096,19.0,,,,,,,,,,,,,,,28,2046,2350,22.0,,,,,,,,,,,,,,,0.9642857142857143,0.9120234604105572,0.8919148936170213,0.8636363636363636,Y05,1448,Y12,1151
564,1993,137,N,0,True,1428,1338,86,65,,,,,,,,,,,,,,,28,1829,2161,22.0,,,,,,,,,,,,,,,27,2058,2098,17.0,,,,,,,,,,,,,,,1.037037037037037,0.8887269193391643,1.0300285986653956,1.2941176470588236,Y08,1428,Y09,1338
565,1993,137,N,0,True,1329,1266,74,62,,,,,,,,,,,,,,,23,1605,1726,15.0,,,,,,,,,,,,,,,27,1618,2005,20.0,,,,,,,,,,,,,,,0.8518518518518519,0.9919653893695921,0.8608478802992519,0.75,X05,1329,X12,1266
566,1993,139,N,0,False,1329,1257,63,78,,,,,,,,,,,,,,,23,1605,1726,15.0,,,,,,,,,,,,,,,27,2002,2168,19.0,,,,,,,,,,,,,,,0.8518518518518519,0.8016983016983017,0.7961254612546126,0.7894736842105263,X05,1329,X04,1257
567,1994,136,N,0,False,1344,1104,70,76,,,,,,,,,,,,,,,29,2023,2309,20.0,,,,,,,,,,,,,,,28,1931,2059,19.0,,,,,,,,,,,,,,,1.0357142857142858,1.0476437079233558,1.121418164157358,1.0526315789473684,X08,1344,X09,1104
568,1994,138,N,0,True,1345,1104,83,73,,,,,,,,,,,,,,,30,2197,2547,26.0,,,,,,,,,,,,,,,28,1931,2059,19.0,,,,,,,,,,,,,,,1.0714285714285714,1.1377524598653548,1.2370082564351628,1.368421052631579,X01,1345,X09,1104
569,1994,143,N,0,True,1345,1242,83,78,,,,,,,,,,,,,,,30,2197,2547,26.0,,,,,,,,,,,,,,,31,2110,2486,24.0,,,,,,,,,,,,,,,0.967741935483871,1.0412322274881516,1.0245374094931616,1.0833333333333333,X01,1345,X04,1242
570,1994,138,N,0,False,1448,1242,58,69,,,,,,,,,,,,,,,30,1965,2159,20.0,,,,,,,,,,,,,,,31,2110,2486,24.0,,,,,,,,,,,,,,,0.967741935483871,0.9312796208530806,0.8684633950120676,0.8333333333333334,X05,1448,X04,1242
571,1994,145,N,0,False,1345,1181,60,69,,,,,,,,,,,,,,,30,2197,2547,26.0,,,,,,,,,,,,,,,28,1895,2202,23.0,,,,,,,,,,,,,,,1.0714285714285714,1.1593667546174142,1.1566757493188011,1.1304347826086956,X01,1345,X02,1181
572,1994,152,N,0,False,1196,1181,65,70,,,,,,,,,,,,,,,32,2198,2435,25.0,,,,,,,,,,,,,,,28,1895,2202,23.0,,,,,,,,,,,,,,,1.1428571428571428,1.1598944591029023,1.1058128973660308,1.0869565217391304,W03,1196,X02,1181
573,1994,137,N,0,False,1411,1181,70,82,,,,,,,,,,,,,,,25,1974,2026,15.0,,,,,,,,,,,,,,,28,1895,2202,23.0,,,,,,,,,,,,,,,0.8928571428571429,1.041688654353562,0.9200726612170754,0.6521739130434783,X15,1411,X02,1181
574,1994,139,N,0,False,1277,1181,74,85,,,,,,,,,,,,,,,30,2109,2268,19.0,,,,,,,,,,,,,,,28,1895,2202,23.0,,,,,,,,,,,,,,,1.0714285714285714,1.112928759894459,1.0299727520435968,0.8260869565217391,X07,1277,X02,1181
575,1994,143,N,0,False,1266,1181,49,59,,,,,,,,,,,,,,,29,1787,2007,21.0,,,,,,,,,,,,,,,28,1895,2202,23.0,,,,,,,,,,,,,,,1.0357142857142858,0.9430079155672824,0.9114441416893733,0.9130434782608695,X06,1266,X02,1181
576,1994,136,N,0,False,1351,1163,46,64,,,,,,,,,,,,,,,29,2054,2234,21.0,,,,,,,,,,,,,,,31,2155,2689,27.0,,,,,,,,,,,,,,,0.9354838709677419,0.9531322505800464,0.8307921160282633,0.7777777777777778,W15,1351,W02,1163
577,1994,138,N,0,False,1203,1163,63,75,,,,,,,,,,,,,,,28,1870,1964,17.0,,,,,,,,,,,,,,,31,2155,2689,27.0,,,,,,,,,,,,,,,0.9032258064516129,0.8677494199535963,0.7303830420230569,0.6296296296296297,W10,1203,W02,1163
578,1994,144,N,1,True,1196,1163,69,60,,,,,,,,,,,,,,,32,2198,2435,25.0,,,,,,,,,,,,,,,31,2155,2689,27.0,,,,,,,,,,,,,,,1.032258064516129,1.019953596287703,0.9055410933432503,0.9259259259259259,W03,1196,W02,1163
579,1994,146,N,0,True,1196,1130,74,66,,,,,,,,,,,,,,,32,2198,2435,25.0,,,,,,,,,,,,,,,29,2042,2265,19.0,,,,,,,,,,,,,,,1.103448275862069,1.0763956904995102,1.075055187637969,1.3157894736842106,W03,1196,W09,1130
580,1994,137,N,0,False,1450,1130,64,67,,,,,,,,,,,,,,,28,1960,2131,18.0,,,,,,,,,,,,,,,29,2042,2265,19.0,,,,,,,,,,,,,,,0.9655172413793104,0.9598432908912831,0.9408388520971303,0.9473684210526315,W08,1450,W09,1130
581,1994,139,N,0,False,1314,1130,72,75,,,,,,,,,,,,,,,33,2407,2853,27.0,,,,,,,,,,,,,,,29,2042,2265,19.0,,,,,,,,,,,,,,,1.1379310344827587,1.1787463271302645,1.2596026490066226,1.4210526315789473,W01,1314,W09,1130
582,1994,144,N,0,False,1231,1130,68,77,,,,,,,,,,,,,,,27,2105,2209,19.0,,,,,,,,,,,,,,,29,2042,2265,19.0,,,,,,,,,,,,,,,0.9310344827586207,1.0308521057786484,0.9752759381898455,1.0,W05,1231,W09,1130
