"geographicAreaFS","Geographic Area","measuredItemFS","Item","measuredElementFS","Element","timePointYears","Year","Value","Status"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,34550,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,33600,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,33200,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,33040,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,32800,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,32650,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,31700,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,26200,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,25850,"C"
75,"Gambia",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,28912,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,1200,"C"
75,"Gambia",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,1200,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2013,2013,3720,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2012,2012,3840,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2011,2011,3840,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2010,2010,4080,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2009,2009,4146,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2008,2008,4032,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2007,2007,3984,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2006,2006,3964.8,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2005,2005,3936,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2004,2004,3918,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2003,2003,3804,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2002,2002,3144,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2001,2001,3102,"C"
75,"Gambia",867,"Beef and Veal",51,"Output",2000,2000,3469.44,"C"
75,"Gambia",867,"Beef and Veal",141,"Food",2013,2013,3762,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2012,2012,3882,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2011,2011,3882,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2010,2010,4083,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2009,2009,4169,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2008,2008,4251,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2007,2007,3979,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2006,2006,3965.80005,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2005,2005,3936,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2004,2004,3918,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2003,2003,3806,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2002,2002,3145,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2001,2001,3102,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",2000,2000,3470.43994,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1999,1999,3447.63989,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1998,1998,3689.95996,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1997,1997,3664.52002,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1996,1996,3639.32007,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1995,1995,3377.23999,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1994,1994,3587.3999,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1993,1993,3392.67993,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1992,1992,3468.19995,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1991,1991,3431,"B"
75,"Gambia",867,"Beef and Veal",141,"Food",1990,1990,3305,"B"
73,"Georgia",866,"Cattle",11,"Initial Existence",2013,2013,1128800,
73,"Georgia",866,"Cattle",11,"Initial Existence",2012,2012,1087600,
73,"Georgia",866,"Cattle",11,"Initial Existence",2011,2011,1049400,
73,"Georgia",866,"Cattle",11,"Initial Existence",2010,2010,1014700,
73,"Georgia",866,"Cattle",11,"Initial Existence",2009,2009,1027500,"*"
73,"Georgia",866,"Cattle",11,"Initial Existence",2008,2008,1031300,
73,"Georgia",866,"Cattle",11,"Initial Existence",2007,2007,1061900,
73,"Georgia",866,"Cattle",11,"Initial Existence",2006,2006,1170400,
73,"Georgia",866,"Cattle",11,"Initial Existence",2005,2005,1144700,
73,"Georgia",866,"Cattle",11,"Initial Existence",2004,2004,1242546,
73,"Georgia",866,"Cattle",11,"Initial Existence",2003,2003,1215895,
73,"Georgia",866,"Cattle",11,"Initial Existence",2002,2002,1180200,
73,"Georgia",866,"Cattle",11,"Initial Existence",2001,2001,1177400,
73,"Georgia",866,"Cattle",11,"Initial Existence",2000,2000,1122100,
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2013,2013,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2012,2012,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2011,2011,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2010,2010,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2009,2009,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2008,2008,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2007,2007,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2006,2006,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2005,2005,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2004,2004,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2003,2003,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2002,2002,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2001,2001,0,"M"
73,"Georgia",866,"Cattle",31,"Actual Producing Factor",2000,2000,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2013,2013,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2012,2012,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2011,2011,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2010,2010,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2009,2009,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2008,2008,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2007,2007,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2006,2006,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2005,2005,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2004,2004,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2003,2003,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2002,2002,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2001,2001,0,"M"
73,"Georgia",866,"Cattle",41,"Productivity Indicator",2000,2000,0,"M"
73,"Georgia",866,"Cattle",51,"Output",2013,2013,497700,
73,"Georgia",866,"Cattle",51,"Output",2012,2012,482100,
73,"Georgia",866,"Cattle",51,"Output",2011,2011,431900,
73,"Georgia",866,"Cattle",51,"Output",2010,2010,431300,
73,"Georgia",866,"Cattle",51,"Output",2009,2009,497300,
73,"Georgia",866,"Cattle",51,"Output",2008,2008,487500,
73,"Georgia",866,"Cattle",51,"Output",2007,2007,466800,
73,"Georgia",866,"Cattle",51,"Output",2006,2006,506400,
73,"Georgia",866,"Cattle",51,"Output",2005,2005,640300,
73,"Georgia",866,"Cattle",51,"Output",2004,2004,668975,
73,"Georgia",866,"Cattle",51,"Output",2003,2003,586800,
73,"Georgia",866,"Cattle",51,"Output",2002,2002,576669,
73,"Georgia",866,"Cattle",51,"Output",2001,2001,556400,
73,"Georgia",866,"Cattle",51,"Output",2000,2000,550520,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2013,2013,280500,"F"
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2012,2012,225000,"F"
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2011,2011,295800,"F"
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2010,2010,372000,"F"
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2009,2009,406600,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2008,2008,349400,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2007,2007,402400,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2006,2006,411300,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2005,2005,443280,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2004,2004,469480,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2003,2003,417450,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2002,2002,416300,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2001,2001,375000,
73,"Georgia",866,"Cattle",131,"Reemployment Same Sector",2000,2000,266000,
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,280500,"C"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,225000,"C"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,295800,"C"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,372000,"C"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,406600,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,349400,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,402400,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,411300,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,443280,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,469480,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,417450,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,416300,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,375000,"/"
73,"Georgia",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,266000,"/"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,720.142603,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,720,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,720.081136,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,717.741936,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,718.150517,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,718.374356,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,777.833002,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,802.334063,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,1109.9982,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1060.00256,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1199.64068,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,1182.32044,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,1253.6,"C"
73,"Georgia",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,1814.51128,"C"
73,"Georgia",867,"Beef and Veal",51,"Output",2013,2013,20200,
73,"Georgia",867,"Beef and Veal",51,"Output",2012,2012,16200,
73,"Georgia",867,"Beef and Veal",51,"Output",2011,2011,21300,
73,"Georgia",867,"Beef and Veal",51,"Output",2010,2010,26700,
73,"Georgia",867,"Beef and Veal",51,"Output",2009,2009,29200,
73,"Georgia",867,"Beef and Veal",51,"Output",2008,2008,25100,
73,"Georgia",867,"Beef and Veal",51,"Output",2007,2007,31300,
73,"Georgia",867,"Beef and Veal",51,"Output",2006,2006,33000,
73,"Georgia",867,"Beef and Veal",51,"Output",2005,2005,49204,
73,"Georgia",867,"Beef and Veal",51,"Output",2004,2004,49765,
73,"Georgia",867,"Beef and Veal",51,"Output",2003,2003,50079,
73,"Georgia",867,"Beef and Veal",51,"Output",2002,2002,49220,
73,"Georgia",867,"Beef and Veal",51,"Output",2001,2001,47010,
73,"Georgia",867,"Beef and Veal",51,"Output",2000,2000,48266,
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,100,"T"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,100,"T"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2004,2004,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2003,2003,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2002,2002,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2001,2001,100,"F"
73,"Georgia",867,"Beef and Veal",131,"Reemployment Same Sector",2000,2000,100,"F"
73,"Georgia",867,"Beef and Veal",141,"Food",2013,2013,20100,"T"
73,"Georgia",867,"Beef and Veal",141,"Food",2012,2012,20100,"T"
73,"Georgia",867,"Beef and Veal",141,"Food",2011,2011,20100,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2010,2010,24600,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2009,2009,20200,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2008,2008,21500,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2007,2007,31000,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2006,2006,28500,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2005,2005,48300,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2004,2004,52300,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2003,2003,51400,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2002,2002,47300,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2001,2001,46100,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",2000,2000,47200,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1999,1999,43100,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1998,1998,45000,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1997,1997,55800,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1996,1996,54000,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1995,1995,66400,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1994,1994,32800,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1993,1993,37700,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1992,1992,46800,"*"
73,"Georgia",867,"Beef and Veal",141,"Food",1991,1991,0,"M"
73,"Georgia",867,"Beef and Veal",141,"Food",1990,1990,0,"M"
79,"Germany",866,"Cattle",11,"Initial Existence",2013,2013,12587020,
79,"Germany",866,"Cattle",11,"Initial Existence",2012,2012,12477389,
79,"Germany",866,"Cattle",11,"Initial Existence",2011,2011,12562600,
79,"Germany",866,"Cattle",11,"Initial Existence",2010,2010,12809492,
79,"Germany",866,"Cattle",11,"Initial Existence",2009,2009,12944903,
79,"Germany",866,"Cattle",11,"Initial Existence",2008,2008,12969674,
79,"Germany",866,"Cattle",11,"Initial Existence",2007,2007,12686644,
79,"Germany",866,"Cattle",11,"Initial Existence",2006,2006,12747900,
79,"Germany",866,"Cattle",11,"Initial Existence",2005,2005,13034500,
79,"Germany",866,"Cattle",11,"Initial Existence",2004,2004,13195800,
79,"Germany",866,"Cattle",11,"Initial Existence",2003,2003,13643703,
79,"Germany",866,"Cattle",11,"Initial Existence",2002,2002,14226600,
79,"Germany",866,"Cattle",11,"Initial Existence",2001,2001,14567737,
79,"Germany",866,"Cattle",11,"Initial Existence",2000,2000,14657901,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2013,2013,4267610,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2012,2012,4190490,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2011,2011,4190103,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2010,2010,4181679,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2009,2009,4187421,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2008,2008,4217711,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2007,2007,4071199,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2006,2006,4081200,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2005,2005,4286599,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2004,2004,4337549,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2003,2003,4373391,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2002,2002,4474895,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2001,2001,5224000,
79,"Germany",866,"Cattle",31,"Actual Producing Factor",2000,2000,5387400,
79,"Germany",866,"Cattle",41,"Productivity Indicator",2013,2013,9087.52206,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2012,2012,9231.37867,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2011,2011,9191.18217,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2010,2010,9248.91652,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2009,2009,9388.11741,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2008,2008,9520.09277,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2007,2007,9766.41034,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2006,2006,9610.89876,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2005,2005,9382.49647,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2004,2004,9406.2338,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2003,2003,9371.67521,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2002,2002,9511.95503,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2001,2001,8447.54977,"C"
79,"Germany",866,"Cattle",41,"Productivity Indicator",2000,2000,8572.59532,"C"
79,"Germany",866,"Cattle",51,"Output",2013,2013,3878200,
79,"Germany",866,"Cattle",51,"Output",2012,2012,3868400,
79,"Germany",866,"Cattle",51,"Output",2011,2011,3851200,
79,"Germany",866,"Cattle",51,"Output",2010,2010,3867600,
79,"Germany",866,"Cattle",51,"Output",2009,2009,3931200,
79,"Germany",866,"Cattle",51,"Output",2008,2008,4015300,
79,"Germany",866,"Cattle",51,"Output",2007,2007,3976100,
79,"Germany",866,"Cattle",51,"Output",2006,2006,3922400,
79,"Germany",866,"Cattle",51,"Output",2005,2005,4021900,
79,"Germany",866,"Cattle",51,"Output",2004,2004,4080000,
79,"Germany",866,"Cattle",51,"Output",2003,2003,4098600,
79,"Germany",866,"Cattle",51,"Output",2002,2002,4256500,
79,"Germany",866,"Cattle",51,"Output",2001,2001,4413000,
79,"Germany",866,"Cattle",51,"Output",2000,2000,4618400,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2013,2013,3487358,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2012,2012,3653786,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2011,2011,3719013,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2010,2010,3803813,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2009,2009,3792119,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2008,2008,3817624,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2007,2007,3715064,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2006,2006,3806192,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2005,2005,3772807,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2004,2004,4141100,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2003,2003,3968912,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2002,2002,4272156,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2001,2001,4356958,
79,"Germany",866,"Cattle",131,"Reemployment Same Sector",2000,2000,4285724,
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2013,2013,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2012,2012,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2011,2011,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2010,2010,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2009,2009,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2008,2008,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2007,2007,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2006,2006,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2005,2005,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2004,2004,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2003,2003,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2002,2002,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2001,2001,123000,"T"
79,"Germany",867,"Beef and Veal",11,"Initial Existence",2000,2000,123000,"T"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,3487358,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,3653786,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,3719013,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,3803813,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,3792119,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,3817624,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,3715064,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,3806192,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,3772807,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,4141100,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,3968912,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,4272156,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,4356958,"/"
79,"Germany",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,4285724,"/"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,3172.58796,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,3137.1706,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,3147.00702,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,3167.87918,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,3137.07191,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,3141.82591,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,3191.66507,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,3134.83923,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,3092.92259,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,3037.84019,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,3089.59987,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,3081.28964,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,3124.88668,"C"
79,"Germany",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,3041.49311,"C"
79,"Germany",867,"Beef and Veal",51,"Output",2013,2013,1106395,
79,"Germany",867,"Beef and Veal",51,"Output",2012,2012,1146255,
79,"Germany",867,"Beef and Veal",51,"Output",2011,2011,1170376,
79,"Germany",867,"Beef and Veal",51,"Output",2010,2010,1205002,
79,"Germany",867,"Beef and Veal",51,"Output",2009,2009,1189615,
79,"Germany",867,"Beef and Veal",51,"Output",2008,2008,1199431,
79,"Germany",867,"Beef and Veal",51,"Output",2007,2007,1185724,
79,"Germany",867,"Beef and Veal",51,"Output",2006,2006,1193180,
79,"Germany",867,"Beef and Veal",51,"Output",2005,2005,1166900,
79,"Germany",867,"Beef and Veal",51,"Output",2004,2004,1258000,
79,"Germany",867,"Beef and Veal",51,"Output",2003,2003,1226235,
79,"Germany",867,"Beef and Veal",51,"Output",2002,2002,1316375,
79,"Germany",867,"Beef and Veal",51,"Output",2001,2001,1361500,
79,"Germany",867,"Beef and Veal",51,"Output",2000,2000,1303500,
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,1003098,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,1042958,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,1067079,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,1089223,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,1048322,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,1063052,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,1072459,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,1056203,"B"
79,"Germany",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,1038954,"B"
